WikiID,Entity,Type
Q10339397,O Menino Maluquinho,Film
Q10339439,The Mystery of Sintra,Film
Q10339443,O Mistério de Robin Hood,Film
Q10339465,O Mundo Mágico dos Trapalhões,Film
Q10339505,O Noviço Rebelde,Film
Q10339511,O Olho Mágico do Amor,Film
Q10339526,The Tyrant Father,Film
Q10339572,O Pica-pau Amarelo,Film
Q10339609,O Predileto,Film
Q10339633,The King's Trial,Film
Q10339649,O Príncipe,Film
Q10339739,O Risco: Lúcio Costa e a Utopia Moderna,Film
Q10339753,O Saci,Film
Q10339765,The Secret of the Mummy,Film
Q10339800,The Sign of the City,Film
Q10339818,The Midday Sun,Film
Q10339864,Time and the Wind,Film
Q10339889,O Trapalhão na Arca de Noé,Film
Q10339929,The Executioner of Venice,Film
Q10339930,The Dress,Film
Q10339971,O Ébrio,Film
Q1034022,Giordano Bruno,Film
Q10340406,Oh! Rebuceteio,Film
Q10340574,Olhar Estrangeiro,Film
Q10340600,Blue Eyes,Film
Q1034060,Can't Buy Me Love,Film
Q1034080,Thursday We Shall Sing Like Sunday,Film
Q1034083,Shock Troops,Film
Q10340893,On the Side of the People,Film
Q10340941,New Wave,Film
Q10340956,Onde está a Felicidade?,Film
Q1034139,Tiro al piccione,Film
Q10341850,The Twelve Labours,Film
Q10341852,We 3,Film
Q10341925,Out of Tune,Film
Q10341993,The Conspirators,Film
Q10341998,"The Tenants (Don't Like It, Leave)",Film
Q10342022,The Outsiders,Film
Q10342089,Os Saltimbancos Trapalhões,Film
Q10342113,Os Trapalhões na Guerra dos Planetas,Film
Q10342118,Os Trapalhões no Reino da Fantasia,Film
Q1034224,Vampires vs. Zombies,Film
Q10342302,Ossos,Film
Q10342830,P.J. Funnybunny,Film
Q10343906,Pals and Gals,Film
Q10344647,Paranoia,Film
Q10344648,Paranoia,Film
Q10344758,Artificial Paradises,Film
Q10344805,Paris Honeymoon,Film
Q10345602,Partido Alto (documentary),Film
Q1034579,Hazajáró lélek,Film
Q103474,2001: A Space Odyssey,Film
Q10347987,Pela Razão Que Tem,Film
Q10348013,Peligrosa obsesión,Film
Q10348526,Perdida,Film
Q10348665,Perils of Our Girl Reporters,Film
Q10348667,Perils of the Jungle,Film
Q10348793,Persons in Hiding,Film
Q10349062,Peões,Film
Q1034919,Capriccio,Film
Q1034978,The People That Time Forgot,Film
Q1034984,The Land That Time Forgot,Film
Q10350380,Black-Eyed Dog,Film
Q10350429,Platonic Sex,Film
Q10350475,Playing with Fire,Film
Q10350673,Right On,Film
Q10350813,Police Reporter,Film
Q1035084,Captain Cosmotic,Film
Q1035093,Captain America,Film
Q1035124,"Captain Newman, M.D.",Film
Q1035137,Captain Ron,Film
Q1035158,Captive,Film
Q10351693,Porno!,Film
Q1035180,Captivity,Film
Q10351998,Portugal... Minha Saudade,Film
Q10352009,Portugal S.A.,Film
Q10352128,Postcards from the Future: The Chuck Palahniuk Documentary,Film
Q1035214,Helyet az öregeknek,Film
Q10352186,Pound,Film
Q1035236,Car-napping,Film
Q1035248,Wrestling Ernest Hemingway,Film
Q10353618,Caged in Paradiso,Film
Q10353901,Cousin Basilio,Film
Q10354002,The Prince of Chess,Film
Q10354438,Forbidden to Forbid,Film
Q1035443,Caravaggio,Film
Q1035545,A Strange Role,Film
Q10355499,Punks,Film
Q10355892,When Carnival Comes,Film
Q10355906,What Is It Worth?,Film
Q10356000,Que Bom Te Ver Viva,Film
Q10356102,Quiéreme,Film
Q10356126,Quem Espera por Sapatos de Defunto Morre Descalço,Film
Q10356133,Quem Matou Pixote?,Film
Q10356148,Who's Afraid of the Werewolf?,Film
Q10356210,Querô,Film
Q10356290,The Two Deaths of Quincas Wateryell,Film
Q10356932,Revenge of the Radioactive Reporter,Film
Q103569,Alien,Film
Q10357227,Rainha Diaba,Film
Q10357564,8 hlav šílenství,Film
Q10359598,A.B.C.D.T.O.P.O.L.,Film
Q10359846,Resistance,Film
Q10359899,"Rest in Peace, Cuervo Jones",Film
Q10359922,Restless Knights,Film
Q10360326,Rhino!,Film
Q10361426,"Rio, 40 Graus",Film
Q10361525,Rio Babilonia,Film
Q10363147,Robbers' Roost,Film
Q10363311,Roberto Carlos a 300 Quilômetros por Hora,Film
Q10363314,Roberto Carlos e o Diamante Cor-de-rosa,Film
Q10363319,Roberto Carlos em Ritmo de Aventura,Film
Q10364204,Romance,Film
Q10364206,Romance,Film
Q1036420,Under the Same Moon,Film
Q10364212,The Story of Fausta,Film
Q10365381,Runaway June,Film
Q10365384,Running Against Time,Film
Q10366037,Rádio Pirata,Film
Q10366232,Rânia,Film
Q10366312,S.O.S. Sex Shop,Film
Q10366557,SMS Sugar Man,Film
Q10367358,Sammy and Me,Film
Q10368110,Santiago,Film
Q10368665,Savage Land,Film
Q10368694,Say it in French,Film
Q10368731,Scandal Sheet,Film
Q10368956,Scotty of the Scouts,Film
Q10369009,If I Were You 2,Film
Q10369018,"Se Segura, Malandro!",Film
Q10369191,Second Life,Film
Q10369202,Secret Service Sanders,Film
Q1036921,Swallowtail,Film
Q10369829,Sem Controle,Film
Q10370097,Senso proibito,Film
Q10370151,Separações (Breaking Up),Film
Q10370840,"Sex, Love and Betrayal",Film
Q10370909,Shadow of Chinatown,Film
Q10371101,Shit Year,Film
Q10371545,Silvestre,Film
Q10371739,"Simão, o Caolho",Film
Q10371835,Sinatra,Film
Q10371896,"Sing, Baby, Sing",Film
Q10371929,The Landowner's Daughter,Film
Q10372408,Smashing Barriers,Film
Q10372468,So Evil My Love,Film
Q10372982,Sun in the Mist,Film
Q10373255,Somewhere Slow,Film
Q10373271,Somos tão Jovens,Film
Q10373336,Sonhos Roubados,Film
Q10373355,Sonic Christmas Blast,Film
Q10373480,Sorte Nula,Film
Q10373658,Specimen,Film
Q10373674,Speechless,Film
Q1037371,How to Succeed in Business Without Really Trying,Film
Q10374028,Stand Alone,Film
Q10374054,Star Crossed,Film
Q10374863,Crô: O Filme,Film
Q10375397,Sweetwater: A True Rock Story,Film
Q10376668,Seoul Train,Film
Q1037699,Clannad,Film
Q10377738,Taboo,Film
Q10377860,Tainted Blood,Film
Q10377861,Tainá: An Adventure in the Amazon,Film
Q10377915,Taken to the lowest level,Film
Q10377970,Talking with Dog,Film
Q10378146,Red Carpet,Film
Q10378237,Target Unknown,Film
Q10378279,Tarzan's Jungle Rebellion,Film
Q10378283,Tarzan and the Four O'Clock Army,Film
Q10378285,Tarzan and the Perils of Charity Jones,Film
Q10379579,To Be or Not to Be,Film
Q10380211,Tentação,Film
Q10380215,Tenth of a Second,Film
Q10380732,Terra Fria,Film
Q1038109,The Way We Are,Film
Q10381140,The Adventures of Ruth,Film
Q10381204,The Biscuit Eater,Film
Q10381225,The Branded Four,Film
Q10381237,The Carter Case,Film
Q10381246,The Ceremony,Film
Q10381252,The Cheater,Film
Q10381265,The Chinatown Mystery,Film
Q10381324,The Desperate Ones,Film
Q10381344,The Eagle's Eye,Film
Q10381352,The Emperor's Wife,Film
Q10381357,The Enemy General,Film
Q10381369,The Fatal Fortune,Film
Q10381377,The Fighting Trail,Film
Q10381385,The Five People You Meet in Heaven,Film
Q10381413,The Girl and the Game,Film
Q10381421,The God Makers,Film
Q10381448,The Grip of Evil,Film
Q10381452,The Hard Man,Film
Q10381476,The Hoober-Bloob Highway,Film
Q10381498,The Invisible Chronicles,Film
Q10381499,The Invisible Hand,Film
Q10381500,The Iron Test,Film
Q10381512,The Jungle Goddess,Film
Q10381540,The Last of the Fast Guns,Film
Q10381575,The Lost Express,Film
Q10381582,The Lurking Peril,Film
Q10381583,Lure of the Circus,Film
Q10381584,The Magic Door,Film
Q10381597,The Man in the Funny Suit,Film
Q10381599,The Mansion of Mystery,Film
Q10381614,The Midnight Man,Film
Q10381619,The Mind of Mr. Soames,Film
Q10381638,The Mysterious Airman,Film
Q10381639,The Mutiny of the Bounty,Film
Q10381640,The Mystery Box,Film
Q10381641,The Mysterious Pearl,Film
Q10381642,The Mystery Mind,Film
Q10381643,The Mystery Pilot,Film
Q10381644,The Mystery Rider,Film
Q10381646,The Mystery of the Snakeskin Belt,Film
Q10381691,The Perils of Thunder Mountain,Film
Q10381692,The Phantom Police,Film
Q10381706,The Power God,Film
Q10381725,The Purple Riders,Film
Q10381732,The Railroad Raiders,Film
Q10381747,The Righteous Revenge,Film
Q10381750,The Rise and Fall of ECW,Film
Q10381752,The Road o'Strife,Film
Q10381764,The Scarlet Brand,Film
Q10381765,The Scarlet Arrow,Film
Q10381776,The Shadow Effect,Film
Q10381783,The Silent Avenger,Film
Q10381805,The Sleeping Car,Film
Q10381822,The Star Maker,Film
Q10381825,The Stickup,Film
Q10381846,The Tiger Band,Film
Q10381889,The Veiled Mystery,Film
Q10381891,The Veiled Woman,Film
Q10381903,The Warrior Within,Film
Q10381932,The Yellow Menace,Film
Q10381934,The Yellow Tomahawk,Film
Q10382009,There Goes My Girl,Film
Q10382137,This Delicate Film We've Made,Film
Q10382147,This Is What Democracy Looks Like,Film
Q10382232,Those Endearing Young Charms,Film
Q10382270,ThunderCats - HO: The Movie,Film
Q10382726,Titanic 3D,Film
Q10382797,To Kill a Clown,Film
Q10382845,Tocaia no Asfalto,Film
Q10382937,TokyoShow,Film
Q10382951,Tolerance,Film
Q10383695,Torre Bela,Film
Q10383844,Totalmente Inocentes,Film
Q10383892,Town Tamer,Film
Q10384003,Rebeldes en Canadá,Film
Q10384044,Trailed by Three,Film
Q10384115,Transcendence,Film
Q10384128,Transeunte,Film
Q10384533,Thirteen Chairs,Film
Q10385077,Trooper 77,Film
Q1038530,Air Doll,Film
Q10385433,"Tulsa, Tokyo and the Middle of Nowhere",Film
Q10385612,Turma da Mônica em: O Mônico e Outras Histórias,Film
Q10385613,Turma da Mônica em: O Bicho-Papão,Film
Q10385731,Twenty Plus Two,Film
Q10386574,Los rebeldes de Arizona,Film
Q10387304,My Favorite Son,Film
Q10387336,A Werewolf in the Amazon,Film
Q10387359,A Gunman Called Papaco,Film
Q10387384,A Shot in the Dark,Film
Q10387404,Uma Aventura no Tempo,Film
Q10387449,Tall Stories,Film
Q10387453,An Extremely Nutty Teacher,Film
Q10387456,A Flea on the Scales,Film
Q10388283,The Little Panda Fighter,Film
Q10388570,VIPs,Film
Q10388646,Vagabond Loafers,Film
Q10388675,"Vai Trabalhar, Vagabundo!",Film
Q10388683,Vai que Dá Certo,Film
Q10389167,Vanishing Millions,Film
Q10389169,Vanitas,Film
Q10389557,See This Song,Film
Q10389697,Vengeance - and the Woman,Film
Q10389931,Verônica,Film
Q10391101,Sorrows of the Forbidden City,Film
Q10392169,Speaker Phone,Film
Q10392223,Life/Drawing,Film
Q10392475,Sex Volunteer,Film
Q10392556,Vox Populi,Film
Q10392992,Walk Like a Dragon,Film
Q10393265,Way Off Broadway,Film
Q10393531,Who Killed Mrs De Ropp?,Film
Q10393915,With Stanley in Africa,Film
Q10393919,Witnesses of Jehovah,Film
Q1039395,Martial Arts of Shaolin,Film
Q10393974,Wolves of Kultur,Film
Q10394285,Xavier,Film
Q10394429,Xuxa Abracadabra,Film
Q10394435,Xuxa Gêmeas,Film
Q10394438,Xuxa Popstar,Film
Q10394440,Xuxa Requebra,Film
Q10394442,Xuxa and the Lost City Treasure,Film
Q10394444,Xuxa e os Duendes 2 - No Caminho das Fadas,Film
Q10394445,Xuxa e os Duendes,Film
Q10394447,Xuxa em O Mistério de Feiurinha,Film
Q10394448,Xuxa in Girl's Dream,Film
Q10394452,Xuxinha and Guto against the Space Monsters,Film
Q10394481,Ya nunca más,Film
Q10394621,Yes You Can,Film
Q10394718,Young Fury,Film
Q10395386,Zuzu Angel,Film
Q10395532,À Sombra da Violência,Film
Q10396004,Árido Movie,Film
Q10396093,Kovář z Podlesí,Film
Q10396187,É Fogo na Roupa,Film
Q10396211,É Proibido Fumar,Film
Q10396400,"India, Daughter of the Sun",Film
Q10396508,Ópera do Malandro,Film
Q10396841,The Jester and the Queen,Film
Q10397044,100 dragspel och en flicka,Film
Q10397092,Thirteen Chairs,Film
Q10397150,1939,Film
Q10397280,33.333,Film
Q10397281,33.333,Film
Q10397371,6 Points,Film
Q10397385,7X: This is Our Kids,Film
Q10397427,911: The Road to Tyranny,Film
Q10397436,91:an och generalernas fnatt,Film
Q10397511,Whisper,Film
Q10397733,A Judgement in Stone,Film
Q10397851,Six Bears and a Clown,Film
Q10398448,Paytakht 2,Film
Q10400523,The Diamond Peddlers,Film
Q10400547,Convoy Buddies,Film
Q1040069,Face,Film
Q10400991,Addio Kira!,Film
Q10401430,Adolf i toppform,Film
Q10403863,Airborne,Film
Q10404106,Aktiebolaget Hälsans gåva,Film
Q10404148,Aktören,Film
Q10404606,Never Like the First Time,Film
Q1040470,Three Comrades,Film
Q10404977,Alex de Renzy's Wild Things,Film
Q10405097,Alfred,Film
Q10405188,Ali,Film
Q10405423,All the World's Delights,Film
Q10405484,School for Fathers,Film
Q10405574,Everybody at His Station,Film
Q10405609,Škola základ života,Film
Q10406203,Allra käraste syster,Film
Q10407232,Amala Kamala,Film
Q1040848,"Buona Sera, Mrs. Campbell",Film
Q10409612,Anaconda,Film
Q10411723,Angel,Film
Q10411823,Angst,Film
Q10412220,Anja,Film
Q10412349,Anna Lans,Film
Q104123,Pulp Fiction,Film
Q104137,Unforgiven,Film
Q10414013,Anyway Anyhow Anywhere,Film
Q1041472,A Million,Film
Q10416183,Appassionata,Film
Q1041618,Carla's Song,Film
Q1041689,All or Nothing,Film
Q1041736,The Brass Legend,Film
Q1041743,An Invisible Sign,Film
Q1041752,The Twinkle in God's Eye,Film
Q10418158,Armbryterskan från Ensamheten,Film
Q1041834,Suddenly,Film
Q1041839,Better Off Dead,Film
Q1042145,Perhaps Love,Film
Q1042247,The Message,Film
Q10423476,Avalon,Film
Q10423994,Baba's Cars,Film
Q10424023,Baby Face,Film
Q10424040,Babylon Disease,Film
Q10424488,Badarna,Film
Q10424510,Badhuset,Film
Q10424920,Bakom fiendens linjer,Film
Q10425330,Ballad,Film
Q10425531,Balls Up,Film
Q10426062,Banketten,Film
Q10426225,Only a Dancing Girl,Film
Q10426228,Only a Waiter,Film
Q10426524,Barnet,Film
Q10426588,Baron Olson,Film
Q10426855,Otokogumi,Film
Q1042731,Nada Sōsō,Film
Q10427785,Bekas,Film
Q10427797,Bel Ami,Film
Q10427861,"Bella & Real, the Movie",Film
Q10428027,Ben & Gunnar,Film
Q10428399,A Hill on the Dark Side of the Moon,Film
Q10428930,The Visitors,Film
Q1042931,The Man Who Would Be King,Film
Q10429597,Ticket to Paradise,Film
Q10430161,Bitch Hug,Film
Q10430282,The White Gold Dragon,Film
Q10430844,Black Widow,Film
Q10430860,Blackmail Is My Life,Film
Q10430864,Blackout,Film
Q10430938,Bland vildar och vilda djur,Film
Q10431395,Thunder and Lightning,Film
Q10431522,Blonde Ransom,Film
Q10431523,"Blondie, Biffen och Bananen",Film
Q10431524,Blonde in Bondage,Film
Q10431586,Bluff Stop,Film
Q10431609,Bashful Anton,Film
Q10431675,Blue Sky,Film
Q10432219,Bokhandlaren som slutade bada,Film
Q10432780,Slippery When Wet,Film
Q10434769,Firewall,Film
Q10435941,Brock's Last Case,Film
Q1043604,Carmen,Film
Q1043614,Taare Zameen Par,Film
Q10436153,Brott i Paradiset,Film
Q10436405,Brunnen (The Well),Film
Q1043659,Carmen Jones,Film
Q10436968,Ocean Breakers,Film
Q10437055,The Brothers Lionheart,Film
Q10437083,Bröllop och jäkelskap,Film
Q10437097,Swedish Wedding Night,Film
Q1043749,Carmen on Ice,Film
Q1043752,Trouble in Texas,Film
Q10438507,The Bench,Film
Q10438879,CKY2K,Film
Q10438880,CKY 3,Film
Q10438881,CKY4: The Latest & Greatest,Film
Q10438882,Landspeed presents: CKY,Film
Q1043911,Crayon Shin-chan: Jungle That Invites Storm,Film
Q10441113,Camp Slaughter,Film
Q1044240,Carola Lamberti – Eine vom Zirkus,Film
Q10443149,Carmen,Film
Q1044391,Yu-Gi-Oh!,Film
Q1044398,Carolina Jones and the Broken Covenant,Film
Q1044523,Office Space,Film
Q1044598,Departures,Film
Q1044745,Crayon Shin-chan: Fierceness That Invites Storm! Yakiniku Road of Honor,Film
Q10448313,Change,Film
Q10448345,Chans,Film
Q10448544,Charley's Aunt,Film
Q1044859,Coco Before Chanel,Film
Q1044883,The Outrage,Film
Q10449147,Chez nous,Film
Q1044944,The Magnificent Tony Carrera,Film
Q1044964,"Keroro Gunso the Super Movie: Creation! Ultimate Keroro, Wonder Space-Time Island",Film
Q1045045,Solanin,Film
Q10451513,The Second Awakening of Christa Klages,Film
Q1045165,Shane,Film
Q10452700,Ciao Bella,Film
Q10453415,Circus Queen,Film
Q1045388,Night Watch,Film
Q10457208,Colorado Avenue,Film
Q1046117,Alexander,Film
Q1046198,Les malheurs d'Alfred,Film
Q10465267,New York Doll,Film
Q1046576,Casa de los Babys,Film
Q10466363,Damen i svart,Film
Q10466508,Dance Music Now,Film
Q10466651,"Dance, My Doll",Film
Q10466658,The Dancer,Film
Q10466902,Dart,Film
Q10467238,Davis Cup,Film
Q10467385,The Exiles,Film
Q10467411,A Matter of Morals,Film
Q10467429,Saved in Mid-Air,Film
Q10467632,Deep Inside Traci,Film
Q1046790,Casanova 70,Film
Q1046795,The Return of Casanova,Film
Q1046841,Vanity Fair,Film
Q10468573,Games of Love and Loneliness,Film
Q10468608,The Dangerous Game,Film
Q10468625,A Double-Dyed Deceiver,Film
Q10468631,Lost Sons,Film
Q10468655,The Happy Tailor,Film
Q1000123,Coonabarabran,Locality
Q1000293,Koblhof,Locality
Q1000336,Tandil,Locality
Q1000971,Mrkonjić Grad,Locality
Q1001232,Waikouaiti,Locality
Q1001654,Lightning Ridge,Locality
Q1001794,Piha,Locality
Q1002118,Deniliquin,Locality
Q1002140,Tenterfield,Locality
Q1002875,Santiago Maior,Locality
Q1002886,Temuka,Locality
Q1002998,Safara,Locality
Q1003047,Marateca,Locality
Q1003191,Bustelo,Locality
Q1005259,San Antonio,Locality
Q1006256,Chinsurah,Locality
Q1007003,Ophir,Locality
Q1007259,Monção (freguesia),Locality
Q1007269,Corvite,Locality
Q1008078,Gamischdorf,Locality
Q1008383,Muswellbrook,Locality
Q1009450,Sago,Locality
Q1009462,Rio Tinto,Locality
Q1009467,Pedorido,Locality
Q1009480,São Faustino,Locality
Q1009502,Garzón,Locality
Q1009515,Glen Innes,Locality
Q1009627,Inverell,Locality
Q1010176,Buraca,Locality
Q1010414,Portela,Locality
Q1010562,Walcha,Locality
Q1010693,Mazouco,Locality
Q1010732,Escarigo,Locality
Q1010837,Hay,Locality
Q1010848,Lapa,Locality
Q1010866,Vila Seca,Locality
Q1010871,Paio Mendes,Locality
Q1010878,Erra,Locality
Q1010889,Penela,Locality
Q1010908,Vila Nova de São Pedro,Locality
Q1010925,Milhão,Locality
Q1011222,São Pedro,Locality
Q1011230,Cinco Vilas,Locality
Q1011247,Penalva de Alva,Locality
Q1012415,San Andrés,Locality
Q1013077,Porto Cristo,Locality
Q1013111,Lajeosa,Locality
Q1013176,Thredbo,Locality
Q1014194,Siurana,Locality
Q1014908,Burgerwiesen,Locality
Q1015215,La Puerta,Locality
Q1015513,José de San Martín,Locality
Q1015553,Santa Sylvina,Locality
Q1015562,"Herrera, Santiago del Estero",Locality
Q1015570,Villa Unión,Locality
Q1015661,Inangahua Junction,Locality
Q1015707,Kaiwaka,Locality
Q1016081,Foetz,Locality
Q1016256,Gilgandra,Locality
Q1016272,Burgães,Locality
Q1016275,Gastre,Locality
Q1016277,Coonamble,Locality
Q1016611,Sant Francesc Xavier,Locality
Q1016630,Luzim,Locality
Q1016637,Vila Cova do Covelo,Locality
Q1016652,Portela,Locality
Q1016654,Pinheiro,Locality
Q1016658,Figueira,Locality
Q1016794,Cushamen,Locality
Q1016900,Las Coloradas,Locality
Q1017435,Heiderscheid,Locality
Q1017560,El Huecú,Locality
Q1017607,Kisa,Locality
Q1017615,Glamoč,Locality
Q1017755,Bustelo,Locality
Q1017907,Novi Travnik,Locality
Q1017912,Bužim,Locality
Q1017926,Kalesija,Locality
Q1017931,Grude,Locality
Q1017946,Vogošća,Locality
Q1017965,Vareš,Locality
Q1017976,Lukavac,Locality
Q1018006,Vitez,Locality
Q1018445,Byaduk,Locality
Q1018577,El Porvenir,Locality
Q1018597,Byron Bay,Locality
Q1018762,Gatão,Locality
Q1018770,Coz,Locality
Q1018773,Canadelo,Locality
Q1018778,Senhora da Graça de Padrões,Locality
Q1018824,Rudo,Locality
Q1018826,Felgueiras,Locality
Q1018848,Bárrio,Locality
Q1018898,Poceirão,Locality
Q1018914,Garvão,Locality
Q1019019,São Pedro de Solis,Locality
Q1019027,São Sebastião Dos Carros,Locality
Q1019698,Gomes Aires,Locality
Q1019703,Santa Susana,Locality
Q1019721,Santo Amador,Locality
Q1019736,Santa Luzia,Locality
Q1019751,Santo Agostinho,Locality
Q1019762,São João Baptista,Locality
Q1019766,Conceição,Locality
Q1019802,São Miguel do Pinheiro,Locality
Q1020373,Jindabyne,Locality
Q1020386,Curtina,Locality
Q1020516,Roda de Isábena,Locality
Q1020948,Pueblo Lavalleja,Locality
Q1021174,Silva Escura,Locality
Q1021359,Alfornelos,Locality
Q1021374,Moledo,Locality
Q1021385,Mar,Locality
Q1021388,Aldeia do Souto,Locality
Q1021403,São Pedro de Avioso,Locality
Q1021421,Cambra,Locality
Q1021484,Giela,Locality
Q1021495,Parada,Locality
Q1021499,Santa Maria de Avioso,Locality
Q1021507,Padreiro,Locality
Q1021510,Valmaior,Locality
Q1021516,Portela,Locality
Q1021521,São João de Loure,Locality
Q1021759,Courel,Locality
Q1021763,São Marcos,Locality
Q1021888,Normanton,Locality
Q1021941,Cristelo,Locality
Q1021946,Frossos,Locality
Q1021950,Mei,Locality
Q1021952,Padreiro,Locality
Q1021958,Souto,Locality
Q1021961,Ermelo,Locality
Q1021965,São Cosme e São Damião,Locality
Q1021969,Madalena de Jolda,Locality
Q1021971,Eiras,Locality
Q1021984,Orbacém,Locality
Q1021993,Guilhadeses,Locality
Q1022005,São Vicente de Távora,Locality
Q1022011,Mato,Locality
Q1022014,Sandiães,Locality
Q1022016,Touvedo,Locality
Q1022022,São João Baptista de Vila Chã,Locality
Q1022024,Ruivos,Locality
Q1022038,Sá,Locality
Q1022041,Entre Ambos-Os-Rios,Locality
Q1022052,Santar,Locality
Q1022055,Vila Chã (Santiago),Locality
Q1022067,Tabaçô,Locality
Q1022069,Rendufe,Locality
Q1022072,São Jorge,Locality
Q1022097,Grovelas,Locality
Q1022103,Troporiz,Locality
Q1022112,Luzio,Locality
Q1022118,Germil,Locality
Q1022123,Crasto,Locality
Q1022136,Ponte da Barca,Locality
Q1022167,Vila Fonche,Locality
Q1022181,Fornelos,Locality
Q1022184,Ermida,Locality
Q1022195,Freixo,Locality
Q1022200,Messegães,Locality
Q1022202,Mazedo,Locality
Q1022205,Arcos de Valdevez,Locality
Q1022211,Queijada,Locality
Q1022214,Fojo Lobal,Locality
Q1022217,Vila Nova de Muía,Locality
Q1022551,Parada,Locality
Q1022554,Navió,Locality
Q1022563,Sequeiros,Locality
Q1022568,Labrujó,Locality
Q1022570,Vilela,Locality
Q1022572,Vitorino Dos Piães,Locality
Q1022575,Ceivães,Locality
Q1022578,Sá,Locality
Q1022581,São Julião dos Passos,Locality
Q1022588,Paredes Secas,Locality
Q1022597,Ferreiros,Locality
Q1022600,Paranhos,Locality
Q1022604,Moreira do Lima,Locality
Q1022607,Seramil,Locality
Q1022610,Vilarelho,Locality
Q1022614,Lordelo,Locality
Q1022617,Palmeira de Faro,Locality
Q1022623,Curvos,Locality
Q1022625,Prozelo,Locality
Q1022630,Marinhas,Locality
Q1022633,Souto,Locality
Q1022636,Gandarela,Locality
Q1022639,Castelões,Locality
Q1022641,Briteiros,Locality
Q1022642,Selho (São Lourenço),Locality
Q1022647,Donim,Locality
Q1022649,Várzea Cova,Locality
Q1022650,Vila Cova,Locality
Q1022653,Rendufe,Locality
Q1022654,Oliveira do Castelo,Locality
Q1022672,Tabuadelo,Locality
Q1022678,Gontim,Locality
Q1022682,Gominhães,Locality
Q1022690,Portela,Locality
Q1022694,Moreira do Rei,Locality
Q1022697,Cepães,Locality
Q1022701,Monte,Locality
Q1022706,Leitões,Locality
Q1022709,Gémeos,Locality
Q1022712,São Paio,Locality
Q1022715,Souto,Locality
Q1022849,Conde,Locality
Q1022853,São Sebastião,Locality
Q1022857,Airão,Locality
Q1022863,Gondomar,Locality
Q1022905,Sande,Locality
Q1022964,Ponte de Lima,Locality
Q1023059,Nogueira,Locality
Q1023060,Cova,Locality
Q1023168,Serafão,Locality
Q1023174,Fareja,Locality
Q1023176,Figueiredo,Locality
Q1023180,Pedraído,Locality
Q1023184,Serzedo,Locality
Q1023188,Gemunde,Locality
Q1023190,Briteiros,Locality
Q1023194,Calvos,Locality
Q1023197,Prazins,Locality
Q1023198,Gueifães,Locality
Q1023200,Gandra,Locality
Q1023206,Ruivães,Locality
Q1023209,Vermil,Locality
Q1023211,Santa Leocádia de Briteiros,Locality
Q1023223,Gondim,Locality
Q1023228,Sobrado,Locality
Q1023230,Teixeira,Locality
Q1023241,Madalena,Locality
Q1023244,Refojos de Basto,Locality
Q1023346,Gondiães,Locality
Q1023353,Vila Garcia,Locality
Q1023356,Tresouras,Locality
Q1023361,Nogueira,Locality
Q1023366,Real,Locality
Q1023372,Mesquinhata,Locality
Q1023385,Vilar de Cunhas,Locality
Q1023387,Freixo de Baixo,Locality
Q1023389,Santa Cruz do Douro,Locality
Q1023398,Carneiro,Locality
Q1023410,Campelo,Locality
Q1023417,Passos,Locality
Q1023422,Ovil,Locality
Q1023427,Paraíso,Locality
Q1023430,Painzela,Locality
Q1023435,Cepelos,Locality
Q1023438,Ribadouro,Locality
Q1023439,Outeiro,Locality
Q1023634,Espinheiro,Locality
Q1023665,Teixeiró,Locality
Q1023954,Oliveira,Locality
Q1023958,Sarzedo,Locality
Q1023963,Retaxo,Locality
Q1023965,Ourondo,Locality
Q1023975,Guetim,Locality
Q1023985,Loivos da Ribeira,Locality
Q1023987,Figueiró,Locality
Q1023990,Vermoim,Locality
Q1023992,Freixo de Cima,Locality
Q1023999,São Tomé de Covelas,Locality
Q1024040,Yavi,Locality
Q1024136,Cantar-Galo,Locality
Q1024139,Freixial do Campo,Locality
Q1024142,Cafede,Locality
Q1024164,São Martinho,Locality
Q1024167,Molares,Locality
Q1024239,Mata,Locality
Q1024245,Casegas,Locality
Q1024246,Sobral do Campo,Locality
Q1024255,São Julião da Figueira da Foz,Locality
Q1024268,Cebolais de Cima,Locality
Q1024279,Lousa,Locality
Q1024280,Coutada,Locality
Q1024284,Vales do Rio,Locality
Q1024293,Póvoa de Rio de Moinhos,Locality
Q1024297,Juncal do Campo,Locality
Q1024299,Ninho do Açor,Locality
Q1024303,Parada,Locality
Q1024305,Canhoso,Locality
Q1024313,Saldonha,Locality
Q1024317,Pedrógão de São Pedro,Locality
Q1024330,Remondes,Locality
Q1024350,Eucisia,Locality
Q1024357,Valverde,Locality
Q1024361,Soeima,Locality
Q1024364,Aldeia de Joanes,Locality
Q1024373,Espadanedo,Locality
Q1024379,Selores,Locality
Q1024381,Foz de Arouce,Locality
Q1024389,Marmelos,Locality
Q1024394,Ervedal,Locality
Q1024398,Sendim da Ribeira,Locality
Q1024405,Vale Pereiro,Locality
Q1024413,Gatões,Locality
Q1024421,Lagoaça,Locality
Q1024439,Estreito,Locality
Q1024444,Vila Nova da Barca,Locality
Q1024450,Franco,Locality
Q1024451,Sanhoane,Locality
Q1024455,Lajeosa,Locality
Q1024458,Gebelim,Locality
Q1024462,Vilarinho do Monte,Locality
Q1024469,Castelãos,Locality
Q1024471,Rio Vide,Locality
Q1024475,Rabaçal,Locality
